La Crosse;54601;Wisconsin;;WI
Plano;75023;Texas;;TX
Louisville;40202;Kentucky;;KY
Seattle;98109;Washington;;WA
Lancaster;93534;California;;CA
Johnson City;37615;Tennessee;;TN
Mankato;56001;Minnesota;;MN
Buffalo Grove;60089;Illinois;;IL
Campbell County;82716;Wyoming;;WY
Lancaster;14086;New York;;NY
Sugar Grove;16350;Pennsylvania;;PA
Miami;33176;Florida;;FL
St Petersburg;33701;Florida;;FL
Guilford;13780;New York;;NY
Lubbock;79401;Texas;;TX
Herkimer;13350;New York;;NY
Reno;89501;Nevada;;NV
Greenbelt;20770;Maryland;;MD
Huntington;11743;New York;;NY
Victoria;77901;Texas;;TX 
Worthington;43085;Ohio;;OH
laguna niguel;92677;California;;CA
Long Branch;7740;New Jersey;;NJ
Bedminster;7921;New Jersey;;NJ
Kansas City;66109;Kansas;;KS
Jacksonville;32219;Florida;;FL
Kansas City;66109;Kansas;;KS
Cadiz;42211;Kentucky;;KY
Glenwood;21738;Maryland;;MD
Long Branch;7740;New Jersey;;NJ
Evanston;82930;Wyoming;;WY
Milwaukee;53204;Wisconsin;;WI
Newport News;23602;Virginia;;VA
Roswell;88203;New mexico;;NM
Damascus;20872;Maryland;;MD
Henderson;89002;Nevada;;NV
Reno;89523;Nevada;;NV
Goose Creek;29445;South Carolina;;SC
Alabaster;35007;Alabama;;AL
Springfield;45505;Ohio;;OH
Denver;80227;Colorado;;CO
Hartford;6103;Connecticut;;CT
Atlanta;30303;Georgia;;GA
Lansing;48933;Michigan;;MI
Springfield;65806;Missouri;;MO
Lincoln;68501;Nebraska;;NE
Springfield;45505;Ohio;;OH
Providence;2908;Rhode island;;RI
Jackson;38301;Tennessee;;TN
Cheyenne;82001;Wyoming;;WY
Campbell County;82716;Wyoming;;WY
