DEBUTVALID;CODE_TIPS;NOM_COURT;TARIF;NAT_PREST;Famille
08/09/2003;1109035;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, B BRAUN MEDICAL, EASYPUMP ST500.2;32,01;MAD;
01/11/2013;1109101;NUT. ENTERALE, HYDROLYSAT PROT+TCM, ENFANT, POUDRE, 13 RATIONS DE 200 ML;11,83;AAD;
08/09/2003;1109182;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, ZAMBON, H.P A 100.2;40,09;MAD;
26/08/2013;1109220;DIGESTIF, SET, COUPLE ADHESIF, POCHE VIDABLE, STANDARD;114,1;MAD;
30/07/2007;1109288;PERFUSION, SYSTEME ACTIF EN POSTE FIXE, ACHAT DU POUSSE-SERINGUE A 2 VOIES ET +;1608,34;AAD;
08/09/2003;1109302;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, NISSHO, SUREFUSER 04N0505D;49,55;MAD;
01/09/2013;1110021;UROSTOMIE, COLLECTEUR DES URINES, 30 POCHES NON STERILES + ANNEAU + 30 RACCORDS;110,3;MAD;
08/09/2003;1110104;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, NORMED NM, ACCUFUSER C1000M;49,55;MAD;
01/09/2013;1110127;COLLECTEUR, URINES ET MATIERES FECALES, SUPPORT POCHE DE STOMIE NON STANDARD;4,92;MAD;
01/11/2013;1110162;NUTRITION ENTERALE, MEL POLY HYPERPROT. HYPERENERG., <UN AN, 200 ML;2,1;AAD;
03/04/2004;1110529;ALIMENT SANS GLUTEN, BISCUITS, >OU= 50 G ET 75 G;0,64;GLU;
08/09/2003;1110541;SERINGUE DE 2ML AVEC AIGUILLES HYPODERMIQUE ET DE REMPLISSAGE;0,3;MAD;
08/10/2014;1110570;AUTOMESURE DE L'INR, LECTEUR, ALERE, INRATIO 2;750;MAD;
08/10/2014;1110624;AUTOCONTROLE, APP. LECTURE AUTOM. GLYCEMIE/CETONEMIE, MENARINI, GLUCOFIX PREMIUM;54,88;MAD;
08/09/2003;1110848;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, NISSHO, REF.04N0502D;40,09;MAD;
08/09/2003;1110854;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, BAXTER, BASAL BOLUS C1955K;49,55;MAD;
08/09/2003;1110890;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, NOVATECH, DCE 0014;40,09;MAD;
08/09/2003;1111010;NUTRITION ENTERALE, NUTRICIA, NUTRIMENT SPECIFIQUE, NUTRINI ENERGY;3,54;AAD;
08/09/2003;1111368;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, B BRAUN MEDICAL, EASYPUMP ST250.1,5;32,01;MAD;
08/09/2003;1111687;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, NISSHO, REF.04N0501D;40,09;MAD;
08/09/2003;1111701;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, LOCATION HEBDOMADAIRE <OU= 26 S;11,74;AAD;
06/12/2003;1111718;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, ASEPT INMED, 200670;40,09;MAD;
08/09/2003;1111782;PERFUSION, PIED A SERUM A ROULETTES A L' ACHAT;79,27;AAD;
01/09/2013;1111836;AUTO/HETEROSONDAGE, 30 SOND VESICAL STERIL, PVC OU PU OU POBE + POCH, >OU=700ML;117,42;MAD;
01/09/2014;1111902;NUTRITION ENTERALE, FORFAIT HEBDOMADAIRE SANS POMPE OU PAR GRAVITE;61,13;AAD;
08/09/2003;1111977;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, B BRAUN, LT 100.48;40,09;MAD;
08/09/2003;1111983;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, NORMED NM, ACCUFUSER C0015L;49,55;MAD;
01/06/2015;1112050;FRA-55, HYPERINSUFFLATIONS OU IN-EXSUFFLATIONS + OXYGENO OLT 2.14 INVACARE XPO2;79,11;AAR;
08/09/2003;1112155;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, B BRAUN, EASYPUMP LT 100.200;49,55;MAD;
01/04/2015;1112161;DEFIBRILLATEUR CARDIAQUE EXTERNE PORTABLE, ZOLL, LIFEVEST 4000;3180;AAD;
06/12/2003;1112209;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, AGUETTANT,SUREFUSER SFS-1.5-25;49,55;MAD;
06/06/2005;1112250;RESINES POLYMERISABLES, SURFACE > OU = 450CM2 ET < 1800CM2;0,68;MAC;
08/09/2003;1112304;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, ZAMBON, H.P A 270.1;49,55;MAD;
01/01/2015;1112391;AUTOTRAIT., AIGUILLE STERILE ET NON REUTILISABLE POUR STYLO INJECTEUR, B/200;30,56;MAD;
05/03/2012;1112570;SOLUTION VISCOELASTIQUE, ACIDE HYALURONIQUE, LABORATOIRE GENEVRIER, SINOVIAL;100;MAD;
08/09/2003;1112801;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, B BRAUN, EASYPUMP LT 270.270;49,55;MAD;
08/09/2003;1113090;DEBITMETRE DE POINTE, EC-MED SA, VITALOGRAPH ASMAPLAN LOW RANGE;22,87;MAD;
03/04/2004;1113210;ALIMENT SANS GLUTEN, BISCUITS, >OU= 40 G ET < 50 G;0,51;GLU;
01/09/2013;1113462;DIGESTIF, COLLECTEUR DE MATIERES FECALES, POCHE AVEC ANNEAU DE FIXATION;1,34;MAD;
01/09/2013;1113746;SONDE POUR CATHETERISME SUS-PUBIEN, 100 % SILICONE;25,35;MAD;
01/09/2013;1113918;SONDAGE PERMANENT,SONDE VESIC. STERILE BALLONNET,2 VOIES,DROITE, 100% SILICONE;13,09;MAD;
01/07/2015;1113976;SOLUTION CARBOXYMETHYLCELLULOSE ET GLYCERINE, ALLERGAN, OPTIVE, FLACON 10ML, B/1;10,93;AAD;
07/08/2014;1114088;PHOTOTHERAPIE, LUNETTES OU MASQUE, <= A 2 ANS, PDG, NEOMASK, B/20.;69,6;MAD;
12/07/2010;1114237;NUT ORALE, ENFANT DE MOINS DE 1 AN, NUTRICIA, NEOCATE, BTE 400 G;42,7;MAD;
03/04/2004;1114266;ALIMENT SANS GLUTEN, BISCUITS, >OU= 165 G ET < 175 G;2,1;GLU;
05/03/2012;1114272;SOLUTION VISCOELASTIQUE, ACIDE HYALURONIQUE, FERRING, EUFLEXXA, B/3;120;MAD;
08/09/2003;1114303;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, NORMED NM, C 0080 L;40,09;MAD;
07/08/2014;1114540;PHOTOTHERAPIE, SUPPORT ET COUCHAGE, SYSTEME MOBILE.;0;MAD;
09/06/2015;1114645;FRA-140, TRACHEOTOMIE SANS VENTILATION + OXYG OLT 2.20 INOVA, LIFECHOICE ACTIVOX;110,26;AAR;
01/11/2013;1115219;NUT. ORALE, HYDROLYSAT PROT HORS AA SEULS, ENFANT, POUDRE, 17 RATIONS DE 200 ML;15,14;MAD;
08/09/2003;1115254;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, NISSHO, SUREFUSER 04N1005D;49,55;MAD;
08/09/2003;1115277;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, AGUETTANT, SUREFUSER SFS 0501W;49,55;MAD;
05/03/2012;1115478;SOLUTION VISCOELASTIQUE, ACIDE HYALURONIQUE, TRB CHEMEDICA SAS, OSTENIL;100;MAD;
25/04/2011;1115923;POMMADE A L'UREE 40 %,PIERRE FABRE DERM, ONYSTER, TUBE DE 10G;11,44;AAD;
01/11/2013;1116058;NUTRITION ENTERALE, MEL POLY NORMOPROT. NORMOENERG., <UN AN, 200 ML;1,7;AAD;
01/11/2013;1116325;NUTRITION ENTERALE, MEL POLY NORMOPROT. NORMOENERG., >3 ANS, 1000 ML;8,51;AAD;
01/09/2013;1116383;DIGESTIF,COLLECTEUR MATIERES FECALES,50 POCHES AVEC SUPPORT + FILTRE,NON VIDABLE;116,67;MAD;
08/09/2003;1116437;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, ALARIS, READYMED REF.R250100;32,01;MAD;
18/03/2008;1116584;PERFUSION, DIFFUSEUR, >OU= 6 H ET <72 H, SERINGUE 50ML;32;MAD;
12/03/2015;1116680;OXYGENOTHERAPIE A LONG TERME, DEAMBULATION, CHART SEQUAL, ECLIPSE 3, OLT 2.18;77;AAR;
01/06/2015;1116880;FRA-10, VENTILATION ASSISTEE, TRACHEOTOMISES + OXYGENO OLT 1.00 POSTE FIXE;152,51;AAR;
01/09/2013;1116897;COLOSTOMIE, SYSTEME POUR IRRIGATION, LA CEINTURE;3,43;MAD;
08/09/2003;1116905;NUTRITION ENTERALE, NUTRICIA, NUTRIMENT SPECIFIQUE, NUTRINI NRJ MULTIFIBRES;3,54;AAD;
01/11/2013;1117112;NUT ORALE, ADULTE, MEL POLY HYPERPROT. HYPERENERG, >OU= 200 ET <OU= 250, B/1;2,19;MAD;
17/05/2012;1117129;AUTOMESURE DE L'INR, LECTEUR COAGUCHEK XS, ROCHE;790;MAD;
01/06/2014;1117454;AUTOCONTROLE, AUTOPIQUEUR;12,76;MAD;
08/09/2003;1117721;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, B BRAUN, EASYPUMP LT 270.132;49,55;MAD;
08/09/2003;1118028;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, NORMED NM, ACCUFUSER C0020L;49,55;MAD;
01/11/2013;1118070;NUT ORALE, ADULTE, MEL POLY NORMOPROT. HYPERENERG,>OU= 100 ET <OU= 150, B/3;2,71;MAD;
01/09/2013;1118264;DIGESTIF, COLLECTEUR DE MATIERES FECALES, FILTRE;0,1;MAD;
01/09/2013;1118270;INCONTINENCE, STOMIE URINAIRE, 10 POCHES DE JAMBE OU DE NUIT, AVEC RACCORD;20,9;MAD;
03/04/2004;1118287;ALIMENT SANS GLUTEN, BISCUITS, >OU= 200 G ET < 225 G;2,54;GLU;
12/03/2015;1118324;OXYGENOTHERAPIE A LONG TERME, DEAMBULATION, PHILIPS, SIMPLYGO, OLT 2.15;77;AAR;
26/08/2013;1118525;DIGESTIF, SET, COUPLE MECANIQUE, POCHE FERMEE, STANDARD;107,07;MAD;
01/06/2015;1118614;FRA-102, PPC, APNEE SOM, 9.4 + OXYG OLT 2.16 SCALEO INOGEN ONE G2;85,51;AAR;
08/09/2003;1118761;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, ZAMBON, H.P C 65.0,5;40,09;MAD;
01/06/2015;1118904;FRA-65, PPC, APNEE SOM, 9.4 + OXYG OLT 2.15 PHILIPS SIMPLYGO;85,51;AAR;
01/06/2015;1119134;FRA-105, VENTILATION ASSISTEE, < 12 HEURES + OLT 2.18 CHART SEQUAL ECLIPSE 3;108,39;AAR;
08/09/2003;1119186;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, ZAMBON, H.P C 270.2;49,55;MAD;
26/08/2013;1119217;DIGESTIF, SET, COUPLE MECANIQUE, POCHE VIDABLE, NON STANDARD;117,33;MAD;
08/09/2003;1119269;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, NORMED NM, ACCUFUSER C0500S;49,55;MAD;
25/01/2010;1119387;STYLO SANS AIGUILLE, ZOMAJET 2 VISION, FERRING SAS;150;MAD;
08/09/2003;1119648;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, NISSHO, REF.04N1002D;40,09;MAD;
01/07/2015;1119750;SOLUTION HYALURONATE SODIUM 0,18%, TRB, HYLOVIS, FLACON 10 ML, B/1;11,52;AAD;
01/06/2015;1119826;FRA-60, VENTILATION ASSISTEE, TRACHEOTOMISES + OXYGENO OLT 2.15 PHILIPS SIMPLYGO;180,47;AAR;
03/04/2004;1120120;ALIMENT SANS GLUTEN, BISCUITS, >OU= 400 G ET < 500 G;5,08;GLU;
12/03/2015;1120338;OXYGENO. LONG TERME, DEAMBULATION, INVACARE, VENTURE HOMEFILL II, OLT 2.11;77;AAR;
06/06/2005;1120373;RESINES POLYMERISABLES, SURFACE > OU = 4500CM2;6,75;MAC;
01/08/2015;1120663;PERFUSION, POMPE EXTERNE A INSULINE, CATHET ET CONSOM ASSOCIES, FORF JOURNALIER.;8;AAD;
23/09/2010;1120686;CREME, DERMATITE ATOPIQUE, ADULTE ENFANT 6 MOIS ET +, SINCLAIR, ATOPICLAIR 100ML;2,04;AAD;
08/09/2003;1120775;MATERIAUX MALLEABLES EN SOLVANT ORGANIQUE, LONGUEUR 1 M, LARGEUR 0,20 M;1;MAC;
01/11/2013;1120947;NUT. ORALE, HYDROLYSAT PROT+TCM, ENFANT, POUDRE, 17 RATIONS DE 200 ML;15,14;MAD;
09/01/2014;1120999;NUTRITION ORALE, MEL POLY HYPERPROT. HYPERENERG, < UN AN, 4X200 ML;6,52;MAD;
25/01/2010;1121243;AUTOTRAIT., ENSEMBLE STERILE NON REUTILISABLE AIGUILLES ET RESERVOIR (STYLO INJ);2,29;MAD;
08/09/2003;1121295;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, NISSHO, SUREFUSER REF. 04N1002H;32,01;MAD;
01/06/2015;1121421;FRA-34, TRACHEOTOMIE SANS VENTILATION + OXYG OLT 2.11 INV. VENTURE HOMEFILL II;110,26;AAR;
01/11/2013;1121600;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. HYPOENERG, 1 500 ML;9,43;AAD;
01/11/2013;1121616;NUT ORALE, ADULTE, MEL POLY GLUCIDOPROT., >OU= 200 ET <OU= 250, B/1;2,19;MAD;
08/09/2003;1121668;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, NORMED NM, ACCUFUSER C 2000 L;32,01;MAD;
01/09/2013;1121711;SONDAGE PERMANENT,SONDE VESIC.STERILE BALLONNET,2 VOIES,PEDIATRIQUE,100%SILICONE;22,95;MAD;
14/06/2011;1121740;NUT.ENTER,ADULTES,MEL.SEMI-ELEM.NORMOPROT.NORMORENERG.NESTLE, PEPTAMEN 500 ML;6,45;AAD;
01/11/2013;1121898;NUTRITION ENTERALE, MEL POLY NORMOPROT. NORMOENERG., <UN AN, 500 ML;4,26;AAD;
11/09/2013;1121941;NUT ENTER, ADULT ENF.+5ANS,MEL POLY NORMOPROT NORMOENERG,NESTLE,MODULEN IBD,400G;14,06;AAD;
08/09/2003;1121987;NEUROSTIMULATION ELECTRIQUE TRANSCUTANEE, ELECTRODE SILICONE GRAPHITE, LOT DE 4;9,45;AAD;
01/09/2013;1122018;INCONTINENCE MASCULINE, 15 ETUIS PENIENS, 15 JOINTS ET 3 RACCORDS;25,45;MAD;
07/11/2014;1122030;AUTOCONTROLE, APP. LECT. AUTOM. GLYCEMIE/CETONEMIE, ABBOTT, FREESTYLE OPTIUM NEO;56,71;MAD;
01/06/2015;1122053;FRA-14, VENTIL ASSISTEE, > OU = 12 HEURES + OXYGENO OLT 2.00 OXYGENE LIQUIDE;168,22;AAR;
01/09/2013;1122231;COLLECTEUR, URINES ET MATIERES FECALES, 5 SUPPORTS POCHE DE STOMIE NON STANDARD;24,61;MAD;
08/09/2003;1122484;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, NORMED NM, ACCUFUSER C 0500 L;32,01;MAD;
30/07/2007;1122509;PERFUSION,SYSTEME ACTIF EN POSTE FIXE,LOCATION DU POUSSE-SERINGUE A 2 VOIES ET +;3,89;AAD;
11/08/2015;1122627;OBTURATEUR DE STOMIE, B BRAUN, IRYFIX, BOITE DE 15.;39,33;MAD;
08/09/2003;1122780;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, ZAMBON, H.P A 65.0,5;49,55;MAD;
03/04/2004;1122975;ALIMENT SANS GLUTEN, PAIN, >OU= 250 G ET < 300 G;1,2;GLU;
01/09/2013;1123006;INCONTINENCE MASCULINE, 30 ETUIS PENIENS, 30 JOINTS ET 6 RACCORDS;50,9;MAD;
12/03/2015;1123242;FRA-133,HYPERINSUFFLATIONS OU IN-EXSUFFLATIONS + OXYGENO ODYSP 3.30 DYSPNEE;57,88;AAR;
08/09/2003;1123271;SERINGUE HYPODERMIQUE EN CRISTAL, 10 ML;0,79;MAD;
01/06/2015;1123414;FRA-33, HYPERINSUFFLA OU IN-EXSUFFLATIONS + OLT 2.11 INV. VENTURE HOMEFILL II;79,11;AAR;
09/06/2015;1123609;OXYGENOTHERAPIE A LONG TERME,DEAMBULATION,INOVA, LIFECHOICE ACTIVOX, OLT 2.20;77;AAR;
08/09/2003;1123791;PERFUSION, DIFFUSEUR, = OU >72 H, SERINGUE 50 ML, BAXTER, MULTIDAY INFUS, C1084K;49,55;MAD;
06/12/2003;1124098;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, ASEPT INMED, 200668;40,09;MAD;
01/06/2015;1124460;FRA-59, PPC, APNEE SOM, 9.4 + OXYG OLT 2.14 INVACARE XPO2;85,51;AAR;
08/09/2003;1124632;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, B BRAUN MEDICAL, EASYPUMP ST100.1;32,01;MAD;
01/11/2013;1124690;NUTRITION ENTERALE, ADULTE, MEL POLY HYPERPROT. HYPERENERG, 1000 ML;7,7;AAD;
