EffectiveDate;Name;Code;   Insurer;   RegisteredDesk;   Concentrator;   Noemie_Type;   CMUC;   CMUC_Procedure;   ACS;   NormeFichierAdherent;   Norme_Rejet_Ack;   Norme_Retours_infos
01/01/2000;VANNES;NOECVT67;3456789;01561000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM de Moselle;NOECVT68;3456789;01571000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SARREGUEMINES;NOECVT69;3456789;01572000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;THIONVILLE;NOECVT70;3456789;01573000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NEVERS;NOECVT71;3456789;01581000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ARMENTIERES;NOECVT72;3456789;01591000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CAMBRAI;NOECVT73;3456789;01592000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;DOUAI;NOECVT74;3456789;01593000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM des Flandres-Dunkerque-Armentieres;NOECVT75;3456789;01594000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM de Lille-Douai;NOECVT76;3456789;01595000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MAUBEUGE;NOECVT77;3456789;01596000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM de Roubaix-Tourcoing;NOECVT78;3456789;01597000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOURCOING;NOECVT79;3456789;01598000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM du Hainaut;NOECVT80;3456789;01599000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM de l Oise;NOECVT81;3456789;01601000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CREIL;NOECVT82;3456789;01602000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ALENCON;NOECVT83;3456789;01611000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ARRAS;NOECVT84;3456789;01621000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOULOGNE SUR MER;NOECVT85;3456789;01622000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM de la Cote d Opale;NOECVT86;3456789;01623000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM de l Artois;NOECVT87;3456789;01624000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CLERMONT FERRAND;NOECVT88;3456789;01631000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BAYONNE;NOECVT89;3456789;01641000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PAU;NOECVT90;3456789;01642000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TARBES;NOECVT91;3456789;01651000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PERPIGNAN;NOECVT92;3456789;01661000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;HAGUENAU;NOECVT93;3456789;01671000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SELESTAT;NOECVT94;3456789;01672000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM du Bas-Rhin;NOECVT95;3456789;01673000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;COLMAR;NOECVT96;3456789;01681000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM du Haut-Rhin;NOECVT97;3456789;01682000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM du Rhone;NOECVT98;3456789;01691000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VILLEFRANCHE SUR SAONE;NOECVT99;3456789;01692000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VESOUL;NOECVT100;3456789;01701000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MACON;NOECVT101;3456789;01711000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LE MANS;NOECVT102;3456789;01721000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHAMBERY;NOECVT103;3456789;01731000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANNECY;NOECVT104;3456789;01741000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PARIS;NOECVT105;3456789;01751000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CRAMIF Ile de France;NOECVT106;3456789;01759000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;DIEPPE;NOECVT107;3456789;01761000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ELBEUF;NOECVT108;3456789;01762000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LE HAVRE;NOECVT109;3456789;01763000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CPAM de Rouen-Elbeuf-Dieppe-Seine-Maritime;NOECVT110;3456789;01764000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MELUN RUBELLES;NOECVT111;3456789;01771000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VERSAILLES;NOECVT112;3456789;01781000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MGP;NOECVT113;3456789;01789000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NIORT;NOECVT114;3456789;01791000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AMIENS;NOECVT115;3456789;01801000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ALBI;NOECVT116;3456789;01811000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONTAUBAN;NOECVT117;3456789;01821000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOULON;NOECVT118;3456789;01831000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AVIGNON;NOECVT119;3456789;01841000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LA ROCHE SUR YON;NOECVT120;3456789;01851000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;POITIERS;NOECVT121;3456789;01861000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LIMOGES;NOECVT122;3456789;01871000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;EPINAL;NOECVT123;3456789;01881000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AUXERRE;NOECVT124;3456789;01891000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BELFORT;NOECVT125;3456789;01901000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;La Mutuelle Des Etudiants;NOECVT126;3456789;01909000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;EVRY;NOECVT127;3456789;01911000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NANTERRE;NOECVT128;3456789;01921000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOBIGNY;NOECVT129;3456789;01931000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CRETEIL;NOECVT130;3456789;01941000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CERGY PONTOISE;NOECVT131;3456789;01951000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;POINTE A PITRE;NOECVT132;3456789;01971000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;FORT DE FRANCE;NOECVT133;3456789;01972000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CAYENNE;NOECVT134;3456789;01973000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT DENIS;NOECVT135;3456789;01974000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MAYOTTE;NOECVT136;3456789;01976000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;Caisse de TEST;NOECVT137;3456789;01999000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOURG EN BRESSE;NOECVT138;3456789;02011000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOURG EN BRESSE;NOECVT139;3456789;02015000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LAON;NOECVT140;3456789;02021000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LAON;NOECVT141;3456789;02022000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LAON;NOECVT142;3456789;02025000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MOULINS;NOECVT143;3456789;02031000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MOULINS;NOECVT144;3456789;02032000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MOULINS;NOECVT145;3456789;02035000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;GAP;NOECVT146;3456789;02051000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;GAP;NOECVT147;3456789;02055000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NICE;NOECVT148;3456789;02061000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NICE;NOECVT149;3456789;02065000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PRIVAS;NOECVT150;3456789;02071000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PRIVAS;NOECVT151;3456789;02075000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHARLEVILLE;NOECVT152;3456789;02081000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHARLEVILLE;NOECVT153;3456789;02085000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;FOIX;NOECVT154;3456789;02091000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;FOIX;NOECVT155;3456789;02095000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TROYES;NOECVT156;3456789;02101000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TROYES;NOECVT157;3456789;02102000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TROYES;NOECVT158;3456789;02105000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CARCASSONNE;NOECVT159;3456789;02111000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CARCASSONNE;NOECVT160;3456789;02115000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;RODEZ;NOECVT161;3456789;02121000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;RODEZ;NOECVT162;3456789;02122000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;RODEZ;NOECVT163;3456789;02125000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MARSEILLE;NOECVT164;3456789;02131000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MARSEILLE;NOECVT165;3456789;02135000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CAEN;NOECVT166;3456789;02141000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CAEN;NOECVT167;3456789;02142000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CAEN;NOECVT168;3456789;02145000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AURILLAC;NOECVT169;3456789;02151000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AURILLAC;NOECVT170;3456789;02155000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANGOULEME;NOECVT171;3456789;02161000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANGOULEME;NOECVT172;3456789;02162000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ANGOULEME;NOECVT173;3456789;02165000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINTES;NOECVT174;3456789;02171000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LA ROCHELLE;NOECVT175;3456789;02172000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINTES;NOECVT176;3456789;02175000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOURGES;NOECVT177;3456789;02181000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOURGES;NOECVT178;3456789;02182000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BOURGES;NOECVT179;3456789;02185000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TULLE;NOECVT180;3456789;02191000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TULLE;NOECVT181;3456789;02195000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AJACCIO;NOECVT182;3456789;02201000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AJACCIO;NOECVT183;3456789;02205000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;DIJON;NOECVT184;3456789;02211000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;DIJON;NOECVT185;3456789;02212000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;DIJON;NOECVT186;3456789;02215000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT BRIEUC;NOECVT187;3456789;02221000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT BRIEUC;NOECVT188;3456789;02222000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT BRIEUC;NOECVT189;3456789;02225000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;GUERET;NOECVT190;3456789;02231000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;GUERET;NOECVT191;3456789;02232000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;GUERET;NOECVT192;3456789;02235000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PERIGUEUX;NOECVT193;3456789;02241000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PERIGUEUX;NOECVT194;3456789;02242000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;PERIGUEUX;NOECVT195;3456789;02245000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BESANCON;NOECVT196;3456789;02251000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BESANCON;NOECVT197;3456789;02252000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BESANCON;NOECVT198;3456789;02255000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VALENCE;NOECVT199;3456789;02261000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;VALENCE;NOECVT200;3456789;02265000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;EVREUX;NOECVT201;3456789;02271000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;EVREUX;NOECVT202;3456789;02272000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;EVREUX;NOECVT203;3456789;02275000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHARTRES;NOECVT204;3456789;02281000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHARTRES;NOECVT205;3456789;02282000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHARTRES;NOECVT206;3456789;02285000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LANDERNEAU;NOECVT207;3456789;02291000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BREST;NOECVT208;3456789;02292000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LANDERNEAU;NOECVT209;3456789;02295000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NIMES;NOECVT210;3456789;02301000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NIMES;NOECVT211;3456789;02305000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOULOUSE;NOECVT212;3456789;02311000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOULOUSE;NOECVT213;3456789;02312000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOULOUSE;NOECVT214;3456789;02315000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AUCH;NOECVT215;3456789;02321000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AUCH;NOECVT216;3456789;02322000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AUCH;NOECVT217;3456789;02325000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BORDEAUX;NOECVT218;3456789;02331000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BORDEAUX;NOECVT219;3456789;02332000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BORDEAUX;NOECVT220;3456789;02335000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONTPELLIER;NOECVT221;3456789;02341000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONTPELLIER;NOECVT222;3456789;02342000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONTPELLIER;NOECVT223;3456789;02345000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;RENNES;NOECVT224;3456789;02351000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;RENNES;NOECVT225;3456789;02352000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;RENNES;NOECVT226;3456789;02355000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHATEAUROUX;NOECVT227;3456789;02361000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHATEAUROUX;NOECVT228;3456789;02362000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CHATEAUROUX;NOECVT229;3456789;02365000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOURS;NOECVT230;3456789;02371000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOURS;NOECVT231;3456789;02372000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;TOURS;NOECVT232;3456789;02375000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;GRENOBLE;NOECVT233;3456789;02381000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;GRENOBLE;NOECVT234;3456789;02382000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;GRENOBLE;NOECVT235;3456789;02385000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LONS LE SAUNIER;NOECVT236;3456789;02391000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LONS LE SAUNIER;NOECVT237;3456789;02395000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONT DE MARSAN;NOECVT238;3456789;02401000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;MONT DE MARSAN;NOECVT239;3456789;02405000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BLOIS;NOECVT240;3456789;02411000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BLOIS;NOECVT241;3456789;02412000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;BLOIS;NOECVT242;3456789;02415000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT PRIEST EN JAREZ;NOECVT243;3456789;02421000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;SAINT PRIEST EN JAREZ;NOECVT244;3456789;02425000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LE PUY;NOECVT245;3456789;02431000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;LE PUY;NOECVT246;3456789;02435000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NANTES;NOECVT247;3456789;02441000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NANTES;NOECVT248;3456789;02442000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;NANTES;NOECVT249;3456789;02445000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ORLEANS;NOECVT250;3456789;02451000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ORLEANS;NOECVT251;3456789;02452000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;ORLEANS;NOECVT252;3456789;02455000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CAHORS;NOECVT253;3456789;02461000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;CAHORS;NOECVT254;3456789;02465000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AGEN;NOECVT255;3456789;02471000;;Noemie 1;True;Procédure A;True;408;933;686
01/01/2000;AGEN;NOECVT256;3456789;02472000;;Noemie 1;True;Procédure A;True;408;933;686
