NAF 2008 REV 2,01.43Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.4 PRODUCTION ANIMALE,01.43 ÉLEVAGE DE CHEVAUX ET D'AUTRES ÉQUIDÉS,ÉLEVAGE DE CHEVAUX ET D'AUTRES ÉQUIDÉS,
NAF 2008 REV 2,01.44Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.4 PRODUCTION ANIMALE,01.44 ÉLEVAGE DE CHAMEAUX ET D'AUTRES CAMÉLIDÉS,ÉLEVAGE DE CHAMEAUX ET D'AUTRES CAMÉLIDÉS,
NAF 2008 REV 2,01.45Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.4 PRODUCTION ANIMALE,01.45 ÉLEVAGE D'OVINS ET DE CAPRINS,ÉLEVAGE D'OVINS ET DE CAPRINS,
NAF 2008 REV 2,01.46Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.4 PRODUCTION ANIMALE,01.46 ÉLEVAGE DE PORCINS,ÉLEVAGE DE PORCINS,
NAF 2008 REV 2,01.47Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.4 PRODUCTION ANIMALE,01.47 ÉLEVAGE DE VOLAILLES,ÉLEVAGE DE VOLAILLES,
NAF 2008 REV 2,01.49Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.4 PRODUCTION ANIMALE,01.49 ÉLEVAGE D'AUTRES ANIMAUX,ÉLEVAGE D'AUTRES ANIMAUX,
NAF 2008 REV 2,01.50Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.5 CULTURE ET ÉLEVAGE ASSOCIÉS,01.50 CULTURE ET ÉLEVAGE ASSOCIÉS,CULTURE ET ÉLEVAGE ASSOCIÉS,
NAF 2008 REV 2,01.61Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.6 ACTIVITÉS DE SOUTIEN À L'AGRICULTURE ET TRAITEMENT PRIMAIRE DES RÉCOLTES,01.61 ACTIVITÉS DE SOUTIEN AUX CULTURES,ACTIVITÉS DE SOUTIEN AUX CULTURES,
NAF 2008 REV 2,01.62Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.6 ACTIVITÉS DE SOUTIEN À L'AGRICULTURE ET TRAITEMENT PRIMAIRE DES RÉCOLTES,01.62 ACTIVITÉS DE SOUTIEN À LA PRODUCTION ANIMALE,ACTIVITÉS DE SOUTIEN À LA PRODUCTION ANIMALE,
NAF 2008 REV 2,01.63Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.6 ACTIVITÉS DE SOUTIEN À L'AGRICULTURE ET TRAITEMENT PRIMAIRE DES RÉCOLTES,01.63 TRAITEMENT PRIMAIRE DES RÉCOLTES,TRAITEMENT PRIMAIRE DES RÉCOLTES,
NAF 2008 REV 2,01.64Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.6 ACTIVITÉS DE SOUTIEN À L'AGRICULTURE ET TRAITEMENT PRIMAIRE DES RÉCOLTES,01.64 TRAITEMENT DES SEMENCES,TRAITEMENT DES SEMENCES,
NAF 2008 REV 2,01.70Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,01 CULTURE ET PRODUCTION ANIMALE CHASSE ET SERVICES ANNEXES,01.7 CHASSE PIÉGEAGE ET SERVICES ANNEXES,01.70 CHASSE PIÉGEAGE ET SERVICES ANNEXES,CHASSE PIÉGEAGE ET SERVICES ANNEXES,
NAF 2008 REV 2,02.10Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,02 SYLVICULTURE ET EXPLOITATION FORESTIÈRE,02.1 SYLVICULTURE ET AUTRES ACTIVITÉS FORESTIÈRES,02.10 SYLVICULTURE ET AUTRES ACTIVITÉS FORESTIÈRES,SYLVICULTURE ET AUTRES ACTIVITÉS FORESTIÈRES,
NAF 2008 REV 2,02.20Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,02 SYLVICULTURE ET EXPLOITATION FORESTIÈRE,02.2 EXPLOITATION FORESTIÈRE,02.20 EXPLOITATION FORESTIÈRE,EXPLOITATION FORESTIÈRE,
NAF 2008 REV 2,02.30Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,02 SYLVICULTURE ET EXPLOITATION FORESTIÈRE,02.3 RÉCOLTE DE PRODUITS FORESTIERS NON LIGNEUX POUSSANT À L'ÉTAT SAUVAGE,02.30 RÉCOLTE DE PRODUITS FORESTIERS NON LIGNEUX POUSSANT À L'ÉTAT SAUVAGE,RÉCOLTE DE PRODUITS FORESTIERS NON LIGNEUX POUSSANT À L'ÉTAT SAUVAGE,
NAF 2008 REV 2,02.40Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,02 SYLVICULTURE ET EXPLOITATION FORESTIÈRE,02.4 SERVICES DE SOUTIEN À L'EXPLOITATION FORESTIÈRE,02.40 SERVICES DE SOUTIEN À L'EXPLOITATION FORESTIÈRE,SERVICES DE SOUTIEN À L'EXPLOITATION FORESTIÈRE,
NAF 2008 REV 2,03.11Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,03 PÊCHE ET AQUACULTURE,03.1 PÊCHE,03.11 PÊCHE EN MER,PÊCHE EN MER,
NAF 2008 REV 2,03.12Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,03 PÊCHE ET AQUACULTURE,03.1 PÊCHE,03.12 PÊCHE EN EAU DOUCE,PÊCHE EN EAU DOUCE,
NAF 2008 REV 2,03.21Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,03 PÊCHE ET AQUACULTURE,03.2 AQUACULTURE,03.21 AQUACULTURE EN MER,AQUACULTURE EN MER,
NAF 2008 REV 2,03.22Z,SECTION A AGRICULTURE SYLVICULTURE ET PÊCHE,03 PÊCHE ET AQUACULTURE,03.2 AQUACULTURE,03.22 AQUACULTURE EN EAU DOUCE,AQUACULTURE EN EAU DOUCE,
NAF 2008 REV 2,05.10Z,SECTION B INDUSTRIES EXTRACTIVES,05 EXTRACTION DE HOUILLE ET DE LIGNITE,05.1 EXTRACTION DE HOUILLE,05.10 EXTRACTION DE HOUILLE,EXTRACTION DE HOUILLE,
NAF 2008 REV 2,05.20Z,SECTION B INDUSTRIES EXTRACTIVES,05 EXTRACTION DE HOUILLE ET DE LIGNITE,05.2 EXTRACTION DE LIGNITE,05.20 EXTRACTION DE LIGNITE,EXTRACTION DE LIGNITE,
NAF 2008 REV 2,06.10Z,SECTION B INDUSTRIES EXTRACTIVES,06 EXTRACTION D'HYDROCARBURES,06.1 EXTRACTION DE PÉTROLE BRUT,06.10 EXTRACTION DE PÉTROLE BRUT,EXTRACTION DE PÉTROLE BRUT,
NAF 2008 REV 2,06.20Z,SECTION B INDUSTRIES EXTRACTIVES,06 EXTRACTION D'HYDROCARBURES,06.2 EXTRACTION DE GAZ NATUREL,06.20 EXTRACTION DE GAZ NATUREL,EXTRACTION DE GAZ NATUREL,
NAF 2008 REV 2,07.10Z,SECTION B INDUSTRIES EXTRACTIVES,07 EXTRACTION DE MINERAIS MÉTALLIQUES,07.1 EXTRACTION DE MINERAIS DE FER,07.10 EXTRACTION DE MINERAIS DE FER,EXTRACTION DE MINERAIS DE FER,
NAF 2008 REV 2,07.21Z,SECTION B INDUSTRIES EXTRACTIVES,07 EXTRACTION DE MINERAIS MÉTALLIQUES,07.2 EXTRACTION DE MINERAIS DE MÉTAUX NON FERREUX,07.21 EXTRACTION DE MINERAIS D'URANIUM ET DE THORIUM,EXTRACTION DE MINERAIS D'URANIUM ET DE THORIUM,
NAF 2008 REV 2,07.29Z,SECTION B INDUSTRIES EXTRACTIVES,07 EXTRACTION DE MINERAIS MÉTALLIQUES,07.2 EXTRACTION DE MINERAIS DE MÉTAUX NON FERREUX,07.29 EXTRACTION D'AUTRES MINERAIS DE MÉTAUX NON FERREUX,EXTRACTION D'AUTRES MINERAIS DE MÉTAUX NON FERREUX,
NAF 2008 REV 2,08.11Z,SECTION B INDUSTRIES EXTRACTIVES,08 AUTRES INDUSTRIES EXTRACTIVES,08.1 EXTRACTION DE PIERRES DE SABLES ET D'ARGILES,08.11 EXTRACTION DE PIERRES ORNEMENTALES ET DE CONSTRUCTION DE CALCAIRE INDUSTRIEL DE GYPSE DE CRAIE ET D'ARDOISE,EXTRACTION DE PIERRES ORNEMENTALES ET DE CONSTRUCTION DE CALCAIRE INDUSTRIEL DE GYPSE DE CRAIE ET D'ARDOISE,
NAF 2008 REV 2,08.12Z,SECTION B INDUSTRIES EXTRACTIVES,08 AUTRES INDUSTRIES EXTRACTIVES,08.1 EXTRACTION DE PIERRES DE SABLES ET D'ARGILES,08.12 EXPLOITATION DE GRAVIÈRES ET SABLIÈRES EXTRACTION D’ARGILES ET DE KAOLIN,EXPLOITATION DE GRAVIÈRES ET SABLIÈRES EXTRACTION D’ARGILES ET DE KAOLIN,
NAF 2008 REV 2,08.91Z,SECTION B INDUSTRIES EXTRACTIVES,08 AUTRES INDUSTRIES EXTRACTIVES,08.9 ACTIVITÉS EXTRACTIVES N.C.A.,08.91 EXTRACTION DES MINÉRAUX CHIMIQUES ET D'ENGRAIS MINÉRAUX,EXTRACTION DES MINÉRAUX CHIMIQUES ET D'ENGRAIS MINÉRAUX ,
NAF 2008 REV 2,08.92Z,SECTION B INDUSTRIES EXTRACTIVES,08 AUTRES INDUSTRIES EXTRACTIVES,08.9 ACTIVITÉS EXTRACTIVES N.C.A.,08.92 EXTRACTION DE TOURBE,EXTRACTION DE TOURBE,
NAF 2008 REV 2,08.93Z,SECTION B INDUSTRIES EXTRACTIVES,08 AUTRES INDUSTRIES EXTRACTIVES,08.9 ACTIVITÉS EXTRACTIVES N.C.A.,08.93 PRODUCTION DE SEL,PRODUCTION DE SEL ,
NAF 2008 REV 2,08.99Z,SECTION B INDUSTRIES EXTRACTIVES,08 AUTRES INDUSTRIES EXTRACTIVES,08.9 ACTIVITÉS EXTRACTIVES N.C.A.,08.99 AUTRES ACTIVITÉS EXTRACTIVES N.C.A.,AUTRES ACTIVITÉS EXTRACTIVES N.C.A.,
NAF 2008 REV 2,09.10Z,SECTION B INDUSTRIES EXTRACTIVES,09 SERVICES DE SOUTIEN AUX INDUSTRIES EXTRACTIVES,09.1 ACTIVITÉS DE SOUTIEN À L'EXTRACTION D'HYDROCARBURES,09.10 ACTIVITÉS DE SOUTIEN À L'EXTRACTION D'HYDROCARBURES,ACTIVITÉS DE SOUTIEN À L'EXTRACTION D'HYDROCARBURES,
NAF 2008 REV 2,09.90Z,SECTION B INDUSTRIES EXTRACTIVES,09 SERVICES DE SOUTIEN AUX INDUSTRIES EXTRACTIVES,09.9 ACTIVITÉS DE SOUTIEN AUX AUTRES INDUSTRIES EXTRACTIVES,09.90 ACTIVITÉS DE SOUTIEN AUX AUTRES INDUSTRIES EXTRACTIVES,ACTIVITÉS DE SOUTIEN AUX AUTRES INDUSTRIES EXTRACTIVES ,
NAF 2008 REV 2,10.11Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.1 TRANSFORMATION ET CONSERVATION DE LA VIANDE ET PRÉPARATION DE PRODUITS À BASE DE VIANDE,10.11 TRANSFORMATION ET CONSERVATION DE LA VIANDE DE BOUCHERIE,TRANSFORMATION ET CONSERVATION DE LA VIANDE DE BOUCHERIE,
NAF 2008 REV 2,10.12Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.1 TRANSFORMATION ET CONSERVATION DE LA VIANDE ET PRÉPARATION DE PRODUITS À BASE DE VIANDE,10.12 TRANSFORMATION ET CONSERVATION DE LA VIANDE DE VOLAILLE,TRANSFORMATION ET CONSERVATION DE LA VIANDE DE VOLAILLE,
NAF 2008 REV 2,10.13A,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.1 TRANSFORMATION ET CONSERVATION DE LA VIANDE ET PRÉPARATION DE PRODUITS À BASE DE VIANDE,10.13 PRÉPARATION DE PRODUITS À BASE DE VIANDE,PRÉPARATION INDUSTRIELLE DE PRODUITS À BASE DE VIANDE,
NAF 2008 REV 2,10.13B,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.1 TRANSFORMATION ET CONSERVATION DE LA VIANDE ET PRÉPARATION DE PRODUITS À BASE DE VIANDE,10.13 PRÉPARATION DE PRODUITS À BASE DE VIANDE,CHARCUTERIE,
NAF 2008 REV 2,10.20Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.2 TRANSFORMATION ET CONSERVATION DE POISSON DE CRUSTACÉS ET DE MOLLUSQUES,10.20 TRANSFORMATION ET CONSERVATION DE POISSON DE CRUSTACÉS ET DE MOLLUSQUES,TRANSFORMATION ET CONSERVATION DE POISSON DE CRUSTACÉS ET DE MOLLUSQUES,
NAF 2008 REV 2,10.31Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.3 TRANSFORMATION ET CONSERVATION DE FRUITS ET LÉGUMES,10.31 TRANSFORMATION ET CONSERVATION DE POMMES DE TERRE,TRANSFORMATION ET CONSERVATION DE POMMES DE TERRE,
NAF 2008 REV 2,10.32Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.3 TRANSFORMATION ET CONSERVATION DE FRUITS ET LÉGUMES,10.32 PRÉPARATION DE JUS DE FRUITS ET LÉGUMES,PRÉPARATION DE JUS DE FRUITS ET LÉGUMES,
NAF 2008 REV 2,10.39A,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.3 TRANSFORMATION ET CONSERVATION DE FRUITS ET LÉGUMES,10.39 AUTRE TRANSFORMATION ET CONSERVATION DE FRUITS ET LÉGUMES,AUTRE TRANSFORMATION ET CONSERVATION DE LÉGUMES,
NAF 2008 REV 2,10.39B,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.3 TRANSFORMATION ET CONSERVATION DE FRUITS ET LÉGUMES,10.39 AUTRE TRANSFORMATION ET CONSERVATION DE FRUITS ET LÉGUMES,TRANSFORMATION ET CONSERVATION DE FRUITS,
NAF 2008 REV 2,10.41A,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.4 FABRICATION D’HUILES ET GRAISSES VÉGÉTALES ET ANIMALES,10.41 FABRICATION D'HUILES ET GRAISSES,FABRICATION D'HUILES ET GRAISSES BRUTES,
NAF 2008 REV 2,10.41B,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.4 FABRICATION D’HUILES ET GRAISSES VÉGÉTALES ET ANIMALES,10.41 FABRICATION D'HUILES ET GRAISSES,FABRICATION D'HUILES ET GRAISSES RAFFINÉES,
NAF 2008 REV 2,10.42Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.4 FABRICATION D’HUILES ET GRAISSES VÉGÉTALES ET ANIMALES,10.42 FABRICATION DE MARGARINE ET GRAISSES COMESTIBLES SIMILAIRES,FABRICATION DE MARGARINE ET GRAISSES COMESTIBLES SIMILAIRES,
NAF 2008 REV 2,10.51A,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.5 FABRICATION DE PRODUITS LAITIERS,10.51 EXPLOITATION DE LAITERIES ET FABRICATION DE FROMAGE,FABRICATION DE LAIT LIQUIDE ET DE PRODUITS FRAIS,
NAF 2008 REV 2,10.51B,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.5 FABRICATION DE PRODUITS LAITIERS,10.51 EXPLOITATION DE LAITERIES ET FABRICATION DE FROMAGE,FABRICATION DE BEURRE,
NAF 2008 REV 2,10.51C,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.5 FABRICATION DE PRODUITS LAITIERS,10.51 EXPLOITATION DE LAITERIES ET FABRICATION DE FROMAGE,FABRICATION DE FROMAGE,
NAF 2008 REV 2,10.51D,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.5 FABRICATION DE PRODUITS LAITIERS,10.51 EXPLOITATION DE LAITERIES ET FABRICATION DE FROMAGE,FABRICATION D'AUTRES PRODUITS LAITIERS,
NAF 2008 REV 2,10.52Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.5 FABRICATION DE PRODUITS LAITIERS,10.52 FABRICATION DE GLACES ET SORBETS,FABRICATION DE GLACES ET SORBETS,
NAF 2008 REV 2,10.61A,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.6 TRAVAIL DES GRAINS - FABRICATION DE PRODUITS AMYLACÉS,10.61 TRAVAIL DES GRAINS,MEUNERIE,
NAF 2008 REV 2,10.61B,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.6 TRAVAIL DES GRAINS - FABRICATION DE PRODUITS AMYLACÉS,10.61 TRAVAIL DES GRAINS,AUTRES ACTIVITÉS DU TRAVAIL DES GRAINS,
NAF 2008 REV 2,10.62Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.6 TRAVAIL DES GRAINS - FABRICATION DE PRODUITS AMYLACÉS,10.62 FABRICATION DE PRODUITS AMYLACÉS,FABRICATION DE PRODUITS AMYLACÉS,
NAF 2008 REV 2,10.71A,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.7 FABRICATION DE PRODUITS DE BOULANGERIE-PÂTISSERIE ET DE PÂTES ALIMENTAIRES,10.71 FABRICATION DE PAIN ET DE PÂTISSERIE FRAÎCHE,FABRICATION INDUSTRIELLE DE PAIN ET DE PÂTISSERIE FRAÎCHE,
NAF 2008 REV 2,10.71B,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.7 FABRICATION DE PRODUITS DE BOULANGERIE-PÂTISSERIE ET DE PÂTES ALIMENTAIRES,10.71 FABRICATION DE PAIN ET DE PÂTISSERIE FRAÎCHE,CUISSON DE PRODUITS DE BOULANGERIE,
NAF 2008 REV 2,10.71C,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.7 FABRICATION DE PRODUITS DE BOULANGERIE-PÂTISSERIE ET DE PÂTES ALIMENTAIRES,10.71 FABRICATION DE PAIN ET DE PÂTISSERIE FRAÎCHE,BOULANGERIE ET BOULANGERIE-PÂTISSERIE,
NAF 2008 REV 2,10.71D,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.7 FABRICATION DE PRODUITS DE BOULANGERIE-PÂTISSERIE ET DE PÂTES ALIMENTAIRES,10.71 FABRICATION DE PAIN ET DE PÂTISSERIE FRAÎCHE,PÂTISSERIE,
NAF 2008 REV 2,10.72Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.7 FABRICATION DE PRODUITS DE BOULANGERIE-PÂTISSERIE ET DE PÂTES ALIMENTAIRES,10.72 FABRICATION DE BISCUITS BISCOTTES ET PÂTISSERIES DE CONSERVATION,FABRICATION DE BISCUITS BISCOTTES ET PÂTISSERIES DE CONSERVATION,
NAF 2008 REV 2,10.73Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.7 FABRICATION DE PRODUITS DE BOULANGERIE-PÂTISSERIE ET DE PÂTES ALIMENTAIRES,10.73 FABRICATION DE PÂTES ALIMENTAIRES,FABRICATION DE PÂTES ALIMENTAIRES,
NAF 2008 REV 2,10.81Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.8 FABRICATION D'AUTRES PRODUITS ALIMENTAIRES,10.81 FABRICATION DE SUCRE,FABRICATION DE SUCRE,
NAF 2008 REV 2,10.82Z,SECTION C INDUSTRIE MANUFACTURIÈRE,10 INDUSTRIES ALIMENTAIRES,10.8 FABRICATION D'AUTRES PRODUITS ALIMENTAIRES,10.82 FABRICATION DE CACAO CHOCOLAT ET DE PRODUITS DE CONFISERIE,FABRICATION DE CACAO CHOCOLAT ET DE PRODUITS DE CONFISERIE,
