Blountsville;35031;Alabama;;AL;Blount;01009
Cleveland;35049;Alabama;;AL;Blount;01009
Hayden;35079;Alabama;;AL;Blount;01009
Locust Fork;35097;Alabama;;AL;Blount;01009
Oneonta;35121;Alabama;;AL;Blount;01009
Remlap;35133;Alabama;;AL;Blount;01009
Trafford;35172;Alabama;;AL;Blount;01009
Fitzpatrick;36029;Alabama;;AL;Bullock;01011
Midway;36053;Alabama;;AL;Bullock;01011
Perote;36061;Alabama;;AL;Bullock;01011
Union Springs;36089;Alabama;;AL;Bullock;01011
Chapman;36015;Alabama;;AL;Butler;01013
Forest Home;36030;Alabama;;AL;Butler;01013
Georgiana;36033;Alabama;;AL;Butler;01013
Greenville;36037;Alabama;;AL;Butler;01013
Mc Kenzie;36456;Alabama;;AL;Butler;01013
Anniston;36201;Alabama;;AL;Calhoun;01015
Anniston;36202;Alabama;;AL;Calhoun;01015
Oxford;36203;Alabama;;AL;Calhoun;01015
Anniston;36204;Alabama;;AL;Calhoun;01015
Anniston;36205;Alabama;;AL;Calhoun;01015
Anniston;36206;Alabama;;AL;Calhoun;01015
Anniston;36207;Alabama;;AL;Calhoun;01015
Anniston;36210;Alabama;;AL;Calhoun;01015
Alexandria;36250;Alabama;;AL;Calhoun;01015
Bynum;36253;Alabama;;AL;Calhoun;01015
Choccolocco;36254;Alabama;;AL;Calhoun;01015
De Armanville;36257;Alabama;;AL;Calhoun;01015
Eastaboga;36260;Alabama;;AL;Calhoun;01015
Jacksonville;36265;Alabama;;AL;Calhoun;01015
Ohatchee;36271;Alabama;;AL;Calhoun;01015
Piedmont;36272;Alabama;;AL;Calhoun;01015
Weaver;36277;Alabama;;AL;Calhoun;01015
Wellington;36279;Alabama;;AL;Calhoun;01015
Cusseta;36852;Alabama;;AL;Chambers;01017
Valley;36854;Alabama;;AL;Chambers;01017
Five Points;36855;Alabama;;AL;Chambers;01017
Lafayette;36862;Alabama;;AL;Chambers;01017
Lanett;36863;Alabama;;AL;Chambers;01017
Valley;36872;Alabama;;AL;Chambers;01017
Cedar Bluff;35959;Alabama;;AL;Cherokee;01019
Centre;35960;Alabama;;AL;Cherokee;01019
Gaylesville;35973;Alabama;;AL;Cherokee;01019
Leesburg;35983;Alabama;;AL;Cherokee;01019
Spring Garden;36275;Alabama;;AL;Cherokee;01019
Clanton;35045;Alabama;;AL;Chilton;01021
Clanton;35046;Alabama;;AL;Chilton;01021
Jemison;35085;Alabama;;AL;Chilton;01021
Thorsby;35171;Alabama;;AL;Chilton;01021
Wilton;35187;Alabama;;AL;Chilton;01021
Verbena;36091;Alabama;;AL;Chilton;01021
Maplesville;36750;Alabama;;AL;Chilton;01021
Stanton;36790;Alabama;;AL;Chilton;01021
Butler;36904;Alabama;;AL;Choctaw;01023
Gilbertown;36908;Alabama;;AL;Choctaw;01023
Jachin;36910;Alabama;;AL;Choctaw;01023
Lisman;36912;Alabama;;AL;Choctaw;01023
Melvin;36913;Alabama;;AL;Choctaw;01023
Needham;36915;Alabama;;AL;Choctaw;01023
Pennington;36916;Alabama;;AL;Choctaw;01023
Silas;36919;Alabama;;AL;Choctaw;01023
Toxey;36921;Alabama;;AL;Choctaw;01023
Dickinson;36436;Alabama;;AL;Clarke;01025
Fulton;36446;Alabama;;AL;Clarke;01025
Grove Hill;36451;Alabama;;AL;Clarke;01025
Whatley;36482;Alabama;;AL;Clarke;01025
Jackson;36501;Alabama;;AL;Clarke;01025
Carlton;36515;Alabama;;AL;Clarke;01025
Coffeeville;36524;Alabama;;AL;Clarke;01025
Gainestown;36540;Alabama;;AL;Clarke;01025
Jackson;36545;Alabama;;AL;Clarke;01025
Campbell;36727;Alabama;;AL;Clarke;01025
Morvin;36762;Alabama;;AL;Clarke;01025
Thomasville;36784;Alabama;;AL;Clarke;01025
Hollins;35082;Alabama;;AL;Clay;01027
Ashland;36251;Alabama;;AL;Clay;01027
Cragford;36255;Alabama;;AL;Clay;01027
Delta;36258;Alabama;;AL;Clay;01027
Lineville;36266;Alabama;;AL;Clay;01027
Millerville;36267;Alabama;;AL;Clay;01027
Edwardsville;36261;Alabama;;AL;Cleburne;01029
Fruithurst;36262;Alabama;;AL;Cleburne;01029
Heflin;36264;Alabama;;AL;Cleburne;01029
Muscadine;36269;Alabama;;AL;Cleburne;01029
Ranburne;36273;Alabama;;AL;Cleburne;01029
Glenwood;36034;Alabama;;AL;Coffee;01031
Elba;36323;Alabama;;AL;Coffee;01031
Enterprise;36330;Alabama;;AL;Coffee;01031
Enterprise;36331;Alabama;;AL;Coffee;01031
Jack;36346;Alabama;;AL;Coffee;01031
New Brockton;36351;Alabama;;AL;Coffee;01031
Kinston;36453;Alabama;;AL;Coffee;01031
Cherokee;35616;Alabama;;AL;Colbert;01033
Leighton;35646;Alabama;;AL;Colbert;01033
Sheffield;35660;Alabama;;AL;Colbert;01033
Muscle Shoals;35661;Alabama;;AL;Colbert;01033
Muscle Shoals;35662;Alabama;;AL;Colbert;01033
Tuscumbia;35674;Alabama;;AL;Colbert;01033
Evergreen;36401;Alabama;;AL;Conecuh;01035
Brooklyn;36429;Alabama;;AL;Conecuh;01035
Castleberry;36432;Alabama;;AL;Conecuh;01035
Lenox;36454;Alabama;;AL;Conecuh;01035
Range;36473;Alabama;;AL;Conecuh;01035
Repton;36475;Alabama;;AL;Conecuh;01035
Goodwater;35072;Alabama;;AL;Coosa;01037
Kellyton;35089;Alabama;;AL;Coosa;01037
Rockford;35136;Alabama;;AL;Coosa;01037
Weogufka;35183;Alabama;;AL;Coosa;01037
Equality;36026;Alabama;;AL;Coosa;01037
Gantt;36038;Alabama;;AL;Covington;01039
Andalusia;36420;Alabama;;AL;Covington;01039
Andalusia;36421;Alabama;;AL;Covington;01039
Florala;36442;Alabama;;AL;Covington;01039
Lockhart;36455;Alabama;;AL;Covington;01039
Opp;36467;Alabama;;AL;Covington;01039
Red Level;36474;Alabama;;AL;Covington;01039
River Falls;36476;Alabama;;AL;Covington;01039
Wing;36483;Alabama;;AL;Covington;01039
Brantley;36009;Alabama;;AL;Crenshaw;01041
Dozier;36028;Alabama;;AL;Crenshaw;01041
Highland Home;36041;Alabama;;AL;Crenshaw;01041
Honoraville;36042;Alabama;;AL;Crenshaw;01041
Lapine;36046;Alabama;;AL;Crenshaw;01041
Luverne;36049;Alabama;;AL;Crenshaw;01041
Petrey;36062;Alabama;;AL;Crenshaw;01041
Rutledge;36071;Alabama;;AL;Crenshaw;01041
Baileyton;35019;Alabama;;AL;Cullman;01043
Bremen;35033;Alabama;;AL;Cullman;01043
Crane Hill;35053;Alabama;;AL;Cullman;01043
Cullman;35055;Alabama;;AL;Cullman;01043
Cullman;35056;Alabama;;AL;Cullman;01043
Cullman;35057;Alabama;;AL;Cullman;01043
Cullman;35058;Alabama;;AL;Cullman;01043
Garden City;35070;Alabama;;AL;Cullman;01043
Hanceville;35077;Alabama;;AL;Cullman;01043
Holly Pond;35083;Alabama;;AL;Cullman;01043
Joppa;35087;Alabama;;AL;Cullman;01043
Logan;35098;Alabama;;AL;Cullman;01043
Vinemont;35179;Alabama;;AL;Cullman;01043
Ariton;36311;Alabama;;AL;Dale;01045
Daleville;36322;Alabama;;AL;Dale;01045
Midland City;36350;Alabama;;AL;Dale;01045
Newton;36352;Alabama;;AL;Dale;01045
Ozark;36360;Alabama;;AL;Dale;01045
Ozark;36361;Alabama;;AL;Dale;01045
Fort Rucker;36362;Alabama;;AL;Dale;01045
Pinckard;36371;Alabama;;AL;Dale;01045
Skipperville;36374;Alabama;;AL;Dale;01045
Selma;36701;Alabama;;AL;Dallas;01047
Selma;36702;Alabama;;AL;Dallas;01047
Selma;36703;Alabama;;AL;Dallas;01047
Plantersville;36758;Alabama;;AL;Dallas;01047
Marion Junction;36759;Alabama;;AL;Dallas;01047
Minter;36761;Alabama;;AL;Dallas;01047
Orrville;36767;Alabama;;AL;Dallas;01047
Safford;36773;Alabama;;AL;Dallas;01047
Sardis;36775;Alabama;;AL;Dallas;01047
Collinsville;35961;Alabama;;AL;Dekalb;01049
Crossville;35962;Alabama;;AL;Dekalb;01049
Dawson;35963;Alabama;;AL;Dekalb;01049
Fort Payne;35967;Alabama;;AL;Dekalb;01049
Fort Payne;35968;Alabama;;AL;Dekalb;01049
Fyffe;35971;Alabama;;AL;Dekalb;01049
Geraldine;35974;Alabama;;AL;Dekalb;01049
Groveoak;35975;Alabama;;AL;Dekalb;01049
Henagar;35978;Alabama;;AL;Dekalb;01049
Ider;35981;Alabama;;AL;Dekalb;01049
Mentone;35984;Alabama;;AL;Dekalb;01049
Rainsville;35986;Alabama;;AL;Dekalb;01049
Sylvania;35988;Alabama;;AL;Dekalb;01049
Valley Head;35989;Alabama;;AL;Dekalb;01049
Coosada;36020;Alabama;;AL;Elmore;01051
Deatsville;36022;Alabama;;AL;Elmore;01051
Eclectic;36024;Alabama;;AL;Elmore;01051
Elmore;36025;Alabama;;AL;Elmore;01051
Kent;36045;Alabama;;AL;Elmore;01051
Millbrook;36054;Alabama;;AL;Elmore;01051
Tallassee;36078;Alabama;;AL;Elmore;01051
Titus;36080;Alabama;;AL;Elmore;01051
Wetumpka;36092;Alabama;;AL;Elmore;01051
Wetumpka;36093;Alabama;;AL;Elmore;01051
Brewton;36426;Alabama;;AL;Escambia;01053
Brewton;36427;Alabama;;AL;Escambia;01053
Flomaton;36441;Alabama;;AL;Escambia;01053
Atmore;36502;Alabama;;AL;Escambia;01053
Atmore;36503;Alabama;;AL;Escambia;01053
Atmore;36504;Alabama;;AL;Escambia;01053
Huxford;36543;Alabama;;AL;Escambia;01053
Gadsden;35901;Alabama;;AL;Etowah;01055
Gadsden;35902;Alabama;;AL;Etowah;01055
Gadsden;35903;Alabama;;AL;Etowah;01055
Gadsden;35904;Alabama;;AL;Etowah;01055
Gadsden;35905;Alabama;;AL;Etowah;01055
Rainbow City;35906;Alabama;;AL;Etowah;01055
Gadsden;35907;Alabama;;AL;Etowah;01055
Altoona;35952;Alabama;;AL;Etowah;01055
Attalla;35954;Alabama;;AL;Etowah;01055
Boaz;35956;Alabama;;AL;Etowah;01055
Gallant;35972;Alabama;;AL;Etowah;01055
Walnut Grove;35990;Alabama;;AL;Etowah;01055
Bankston;35542;Alabama;;AL;Fayette;01057
Belk;35545;Alabama;;AL;Fayette;01057
Berry;35546;Alabama;;AL;Fayette;01057
Eldridge;35554;Alabama;;AL;Fayette;01057
Fayette;35555;Alabama;;AL;Fayette;01057
Glen Allen;35559;Alabama;;AL;Fayette;01057
Hodges;35571;Alabama;;AL;Franklin;01059
Phil Campbell;35581;Alabama;;AL;Franklin;01059
Red Bay;35582;Alabama;;AL;Franklin;01059
Spruce Pine;35585;Alabama;;AL;Franklin;01059
Vina;35593;Alabama;;AL;Franklin;01059
Russellville;35653;Alabama;;AL;Franklin;01059
Russellville;35654;Alabama;;AL;Franklin;01059
Bellwood;36313;Alabama;;AL;Geneva;01061
Black;36314;Alabama;;AL;Geneva;01061
Chancellor;36316;Alabama;;AL;Geneva;01061
Coffee Springs;36318;Alabama;;AL;Geneva;01061
Geneva;36340;Alabama;;AL;Geneva;01061
Hartford;36344;Alabama;;AL;Geneva;01061
Malvern;36349;Alabama;;AL;Geneva;01061
Slocomb;36375;Alabama;;AL;Geneva;01061
Samson;36477;Alabama;;AL;Geneva;01061
Boligee;35443;Alabama;;AL;Greene;01063
Clinton;35448;Alabama;;AL;Greene;01063
Eutaw;35462;Alabama;;AL;Greene;01063
Knoxville;35469;Alabama;;AL;Greene;01063
West Greene;35491;Alabama;;AL;Greene;01063
Forkland;36740;Alabama;;AL;Greene;01063
Akron;35441;Alabama;;AL;Hale;01065
Moundville;35474;Alabama;;AL;Hale;01065
Greensboro;36744;Alabama;;AL;Hale;01065
Newbern;36765;Alabama;;AL;Hale;01065
Sawyerville;36776;Alabama;;AL;Hale;01065
Abbeville;36310;Alabama;;AL;Henry;01067
Clopton;36317;Alabama;;AL;Henry;01067
Columbia;36319;Alabama;;AL;Henry;01067
Headland;36345;Alabama;;AL;Henry;01067
Newville;36353;Alabama;;AL;Henry;01067
Shorterville;36373;Alabama;;AL;Henry;01067
Dothan;36301;Alabama;;AL;Houston;01069
Dothan;36302;Alabama;;AL;Houston;01069
Dothan;36303;Alabama;;AL;Houston;01069
Dothan;36304;Alabama;;AL;Houston;01069
Dothan;36305;Alabama;;AL;Houston;01069
Ashford;36312;Alabama;;AL;Houston;01069
Cottonwood;36320;Alabama;;AL;Houston;01069
Cowarts;36321;Alabama;;AL;Houston;01069
Gordon;36343;Alabama;;AL;Houston;01069
Pansey;36370;Alabama;;AL;Houston;01069
Webb;36376;Alabama;;AL;Houston;01069
Bridgeport;35740;Alabama;;AL;Jackson;01071
Dutton;35744;Alabama;;AL;Jackson;01071
Estillfork;35745;Alabama;;AL;Jackson;01071
Fackler;35746;Alabama;;AL;Jackson;01071
Hollytree;35751;Alabama;;AL;Jackson;01071
Hollywood;35752;Alabama;;AL;Jackson;01071
Paint Rock;35764;Alabama;;AL;Jackson;01071
Pisgah;35765;Alabama;;AL;Jackson;01071
Princeton;35766;Alabama;;AL;Jackson;01071
Scottsboro;35768;Alabama;;AL;Jackson;01071
Scottsboro;35769;Alabama;;AL;Jackson;01071
Section;35771;Alabama;;AL;Jackson;01071
Stevenson;35772;Alabama;;AL;Jackson;01071
Trenton;35774;Alabama;;AL;Jackson;01071
Woodville;35776;Alabama;;AL;Jackson;01071
Bryant;35958;Alabama;;AL;Jackson;01071
Flat Rock;35966;Alabama;;AL;Jackson;01071
Higdon;35979;Alabama;;AL;Jackson;01071
Adamsville;35005;Alabama;;AL;Jefferson;01073
Adger;35006;Alabama;;AL;Jefferson;01073
Alton;35015;Alabama;;AL;Jefferson;01073
Bessemer;35020;Alabama;;AL;Jefferson;01073
Bessemer;35021;Alabama;;AL;Jefferson;01073
Bessemer;35022;Alabama;;AL;Jefferson;01073
Bessemer;35023;Alabama;;AL;Jefferson;01073
Brookside;35036;Alabama;;AL;Jefferson;01073
Cardiff;35041;Alabama;;AL;Jefferson;01073
Clay;35048;Alabama;;AL;Jefferson;01073
Docena;35060;Alabama;;AL;Jefferson;01073
Dolomite;35061;Alabama;;AL;Jefferson;01073
Dora;35062;Alabama;;AL;Jefferson;01073
Fairfield;35064;Alabama;;AL;Jefferson;01073
Fultondale;35068;Alabama;;AL;Jefferson;01073
Gardendale;35071;Alabama;;AL;Jefferson;01073
Graysville;35073;Alabama;;AL;Jefferson;01073
Kimberly;35091;Alabama;;AL;Jefferson;01073
Leeds;35094;Alabama;;AL;Jefferson;01073
Morris;35116;Alabama;;AL;Jefferson;01073
Mount Olive;35117;Alabama;;AL;Jefferson;01073
Mulga;35118;Alabama;;AL;Jefferson;01073
New Castle;35119;Alabama;;AL;Jefferson;01073
Palmerdale;35123;Alabama;;AL;Jefferson;01073
Pinson;35126;Alabama;;AL;Jefferson;01073
Pleasant Grove;35127;Alabama;;AL;Jefferson;01073
Sayre;35139;Alabama;;AL;Jefferson;01073
Shannon;35142;Alabama;;AL;Jefferson;01073
Trussville;35173;Alabama;;AL;Jefferson;01073
Warrior;35180;Alabama;;AL;Jefferson;01073
Watson;35181;Alabama;;AL;Jefferson;01073
Birmingham;35201;Alabama;;AL;Jefferson;01073
Birmingham;35202;Alabama;;AL;Jefferson;01073
Birmingham;35203;Alabama;;AL;Jefferson;01073
Birmingham;35204;Alabama;;AL;Jefferson;01073
Birmingham;35205;Alabama;;AL;Jefferson;01073
Birmingham;35206;Alabama;;AL;Jefferson;01073
Birmingham;35207;Alabama;;AL;Jefferson;01073
Birmingham;35208;Alabama;;AL;Jefferson;01073
Birmingham;35209;Alabama;;AL;Jefferson;01073
Birmingham;35210;Alabama;;AL;Jefferson;01073
Birmingham;35211;Alabama;;AL;Jefferson;01073
Birmingham;35212;Alabama;;AL;Jefferson;01073
Birmingham;35213;Alabama;;AL;Jefferson;01073
Birmingham;35214;Alabama;;AL;Jefferson;01073
Birmingham;35215;Alabama;;AL;Jefferson;01073
Birmingham;35216;Alabama;;AL;Jefferson;01073
Birmingham;35217;Alabama;;AL;Jefferson;01073
Birmingham;35218;Alabama;;AL;Jefferson;01073
Birmingham;35219;Alabama;;AL;Jefferson;01073
Birmingham;35220;Alabama;;AL;Jefferson;01073
Birmingham;35221;Alabama;;AL;Jefferson;01073
Birmingham;35222;Alabama;;AL;Jefferson;01073
Birmingham;35223;Alabama;;AL;Jefferson;01073
Birmingham;35224;Alabama;;AL;Jefferson;01073
Birmingham;35225;Alabama;;AL;Jefferson;01073
Birmingham;35226;Alabama;;AL;Jefferson;01073
Birmingham;35228;Alabama;;AL;Jefferson;01073
Birmingham;35229;Alabama;;AL;Jefferson;01073
Birmingham;35230;Alabama;;AL;Jefferson;01073
Birmingham;35231;Alabama;;AL;Jefferson;01073
Birmingham;35232;Alabama;;AL;Jefferson;01073
Birmingham;35233;Alabama;;AL;Jefferson;01073
Birmingham;35234;Alabama;;AL;Jefferson;01073
Birmingham;35235;Alabama;;AL;Jefferson;01073
Birmingham;35236;Alabama;;AL;Jefferson;01073
Birmingham;35237;Alabama;;AL;Jefferson;01073
Birmingham;35238;Alabama;;AL;Jefferson;01073
Birmingham;35240;Alabama;;AL;Jefferson;01073
Birmingham;35243;Alabama;;AL;Jefferson;01073
Birmingham;35244;Alabama;;AL;Jefferson;01073
Birmingham;35245;Alabama;;AL;Jefferson;01073
Birmingham;35246;Alabama;;AL;Jefferson;01073
Birmingham;35249;Alabama;;AL;Jefferson;01073
Birmingham;35253;Alabama;;AL;Jefferson;01073
Birmingham;35254;Alabama;;AL;Jefferson;01073
Birmingham;35255;Alabama;;AL;Jefferson;01073
Birmingham;35259;Alabama;;AL;Jefferson;01073
Birmingham;35260;Alabama;;AL;Jefferson;01073
Birmingham;35261;Alabama;;AL;Jefferson;01073
Birmingham;35263;Alabama;;AL;Jefferson;01073
Birmingham;35266;Alabama;;AL;Jefferson;01073
Birmingham;35277;Alabama;;AL;Jefferson;01073
Birmingham;35278;Alabama;;AL;Jefferson;01073
Birmingham;35279;Alabama;;AL;Jefferson;01073
Birmingham;35280;Alabama;;AL;Jefferson;01073
Birmingham;35281;Alabama;;AL;Jefferson;01073
Birmingham;35282;Alabama;;AL;Jefferson;01073
Birmingham;35283;Alabama;;AL;Jefferson;01073
Birmingham;35285;Alabama;;AL;Jefferson;01073
Birmingham;35286;Alabama;;AL;Jefferson;01073
Birmingham;35287;Alabama;;AL;Jefferson;01073
Birmingham;35288;Alabama;;AL;Jefferson;01073
Birmingham;35289;Alabama;;AL;Jefferson;01073
Birmingham;35290;Alabama;;AL;Jefferson;01073
Birmingham;35291;Alabama;;AL;Jefferson;01073
Birmingham;35292;Alabama;;AL;Jefferson;01073
Birmingham;35293;Alabama;;AL;Jefferson;01073
Birmingham;35294;Alabama;;AL;Jefferson;01073
Birmingham;35295;Alabama;;AL;Jefferson;01073
Birmingham;35296;Alabama;;AL;Jefferson;01073
Birmingham;35297;Alabama;;AL;Jefferson;01073
Birmingham;35298;Alabama;;AL;Jefferson;01073
Birmingham;35299;Alabama;;AL;Jefferson;01073
Beaverton;35544;Alabama;;AL;Lamar;01075
Detroit;35552;Alabama;;AL;Lamar;01075
Kennedy;35574;Alabama;;AL;Lamar;01075
Millport;35576;Alabama;;AL;Lamar;01075
Sulligent;35586;Alabama;;AL;Lamar;01075
Vernon;35592;Alabama;;AL;Lamar;01075
Anderson;35610;Alabama;;AL;Lauderdale;01077
Cloverdale;35617;Alabama;;AL;Lauderdale;01077
Florence;35630;Alabama;;AL;Lauderdale;01077
Florence;35631;Alabama;;AL;Lauderdale;01077
Florence;35632;Alabama;;AL;Lauderdale;01077
Florence;35633;Alabama;;AL;Lauderdale;01077
Florence;35634;Alabama;;AL;Lauderdale;01077
Killen;35645;Alabama;;AL;Lauderdale;01077
Lexington;35648;Alabama;;AL;Lauderdale;01077
Rogersville;35652;Alabama;;AL;Lauderdale;01077
Waterloo;35677;Alabama;;AL;Lauderdale;01077
Courtland;35618;Alabama;;AL;Lawrence;01079
Danville;35619;Alabama;;AL;Lawrence;01079
Hillsboro;35643;Alabama;;AL;Lawrence;01079
Moulton;35650;Alabama;;AL;Lawrence;01079
Mount Hope;35651;Alabama;;AL;Lawrence;01079
Town Creek;35672;Alabama;;AL;Lawrence;01079
Trinity;35673;Alabama;;AL;Lawrence;01079
Opelika;36801;Alabama;;AL;Lee;01081
Opelika;36802;Alabama;;AL;Lee;01081
Opelika;36803;Alabama;;AL;Lee;01081
Opelika;36804;Alabama;;AL;Lee;01081
Auburn;36830;Alabama;;AL;Lee;01081
Auburn;36831;Alabama;;AL;Lee;01081
Auburn;36832;Alabama;;AL;Lee;01081
Auburn University;36849;Alabama;;AL;Lee;01081
Loachapoka;36865;Alabama;;AL;Lee;01081
Phenix City;36870;Alabama;;AL;Lee;01081
Salem;36874;Alabama;;AL;Lee;01081
Smiths Station;36877;Alabama;;AL;Lee;01081
Waverly;36879;Alabama;;AL;Lee;01081
Athens;35611;Alabama;;AL;Limestone;01083
Athens;35612;Alabama;;AL;Limestone;01083
Athens;35613;Alabama;;AL;Limestone;01083
Athens;35614;Alabama;;AL;Limestone;01083
Belle Mina;35615;Alabama;;AL;Limestone;01083
Elkmont;35620;Alabama;;AL;Limestone;01083
Lester;35647;Alabama;;AL;Limestone;01083
Mooresville;35649;Alabama;;AL;Limestone;01083
Tanner;35671;Alabama;;AL;Limestone;01083
Ardmore;35739;Alabama;;AL;Limestone;01083
Capshaw;35742;Alabama;;AL;Limestone;01083
Madison;35756;Alabama;;AL;Limestone;01083
Fort Deposit;36032;Alabama;;AL;Lowndes;01085
Hayneville;36040;Alabama;;AL;Lowndes;01085
Hope Hull;36043;Alabama;;AL;Lowndes;01085
Letohatchee;36047;Alabama;;AL;Lowndes;01085
Lowndesboro;36752;Alabama;;AL;Lowndes;01085
Tyler;36785;Alabama;;AL;Lowndes;01085
Fort Davis;36031;Alabama;;AL;Macon;01087
Hardaway;36039;Alabama;;AL;Macon;01087
Shorter;36075;Alabama;;AL;Macon;01087
Tuskegee;36083;Alabama;;AL;Macon;01087
Tuskegee Institute;36087;Alabama;;AL;Macon;01087
Tuskegee Institute;36088;Alabama;;AL;Macon;01087
Notasulga;36866;Alabama;;AL;Macon;01087
Brownsboro;35741;Alabama;;AL;Madison;01089
Gurley;35748;Alabama;;AL;Madison;01089
Harvest;35749;Alabama;;AL;Madison;01089
Hazel Green;35750;Alabama;;AL;Madison;01089
Madison;35757;Alabama;;AL;Madison;01089
Madison;35758;Alabama;;AL;Madison;01089
Meridianville;35759;Alabama;;AL;Madison;01089
New Hope;35760;Alabama;;AL;Madison;01089
New Market;35761;Alabama;;AL;Madison;01089
Normal;35762;Alabama;;AL;Madison;01089
Owens Cross Roads;35763;Alabama;;AL;Madison;01089
Ryland;35767;Alabama;;AL;Madison;01089
Toney;35773;Alabama;;AL;Madison;01089
Huntsville;35801;Alabama;;AL;Madison;01089
Huntsville;35802;Alabama;;AL;Madison;01089
Huntsville;35803;Alabama;;AL;Madison;01089
Huntsville;35804;Alabama;;AL;Madison;01089
Huntsville;35805;Alabama;;AL;Madison;01089
Huntsville;35806;Alabama;;AL;Madison;01089
Huntsville;35807;Alabama;;AL;Madison;01089
Huntsville;35808;Alabama;;AL;Madison;01089
Huntsville;35809;Alabama;;AL;Madison;01089
Huntsville;35810;Alabama;;AL;Madison;01089
Huntsville;35811;Alabama;;AL;Madison;01089
Huntsville;35812;Alabama;;AL;Madison;01089
Huntsville;35813;Alabama;;AL;Madison;01089
Huntsville;35814;Alabama;;AL;Madison;01089
Huntsville;35815;Alabama;;AL;Madison;01089
Huntsville;35816;Alabama;;AL;Madison;01089
Huntsville;35824;Alabama;;AL;Madison;01089
Huntsville;35893;Alabama;;AL;Madison;01089
Huntsville;35894;Alabama;;AL;Madison;01089
Huntsville;35895;Alabama;;AL;Madison;01089
Huntsville;35896;Alabama;;AL;Madison;01089
Huntsville;35897;Alabama;;AL;Madison;01089
Huntsville;35898;Alabama;;AL;Madison;01089
Huntsville;35899;Alabama;;AL;Madison;01089
Demopolis;36732;Alabama;;AL;Marengo;01091
Dixons Mills;36736;Alabama;;AL;Marengo;01091
Faunsdale;36738;Alabama;;AL;Marengo;01091
Gallion;36742;Alabama;;AL;Marengo;01091
Jefferson;36745;Alabama;;AL;Marengo;01091
Linden;36748;Alabama;;AL;Marengo;01091
Magnolia;36754;Alabama;;AL;Marengo;01091
Myrtlewood;36763;Alabama;;AL;Marengo;01091
Nanafalia;36764;Alabama;;AL;Marengo;01091
Sweet Water;36782;Alabama;;AL;Marengo;01091
Thomaston;36783;Alabama;;AL;Marengo;01091
Bear Creek;35543;Alabama;;AL;Marion;01093
Brilliant;35548;Alabama;;AL;Marion;01093
Guin;35563;Alabama;;AL;Marion;01093
Hackleburg;35564;Alabama;;AL;Marion;01093
Hamilton;35570;Alabama;;AL;Marion;01093
Winfield;35594;Alabama;;AL;Marion;01093
Arab;35016;Alabama;;AL;Marshall;01095
Union Grove;35175;Alabama;;AL;Marshall;01095
Grant;35747;Alabama;;AL;Marshall;01095
Langston;35755;Alabama;;AL;Marshall;01095
Albertville;35950;Alabama;;AL;Marshall;01095
Albertville;35951;Alabama;;AL;Marshall;01095
